Posi��o no dep�sito;Tipo de dep�sito;Corr.pos.dep.;Col.posi��o dep�sito;N�vel da posi��o;Subdiv.pos.dep.;Bloq.entr.dep�sito;Bloq.sa�da depos.;Estrutura;Tipo;Qtd. Caixas BIN ABASTECIMENTO;Desc_Tp;Desc_tipo_knapp
M70309020403;M700;M703;09;04;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70309020402;M700;M703;09;04;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70309020401;M700;M703;09;04;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70309020305;M700;M703;09;03;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70309020304;M700;M703;09;03;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70309020303;M700;M703;09;03;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70309020302;M700;M703;09;03;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70309020301;M700;M703;09;03;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70309020205;M700;M703;09;02;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70309020204;M700;M703;09;02;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70309020203;M700;M703;09;02;03;X;X;Controlados;Estanteria;2;Estanteria;B2ES
M70309020202;M700;M703;09;02;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70309020201;M700;M703;09;02;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70309020105;M700;M703;09;01;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70309020104;M700;M703;09;01;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70309020103;M700;M703;09;01;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70309020102;M700;M703;09;01;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70309020101;M700;M703;09;01;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70308020505;M700;M703;08;05;05;X;X;Controlados;Estanteria;2;Estanteria;B2ES
M70308020504;M700;M703;08;05;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70308020503;M700;M703;08;05;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70308020502;M700;M703;08;05;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70308020501;M700;M703;08;05;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70308020405;M700;M703;08;04;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70308020404;M700;M703;08;04;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70308020403;M700;M703;08;04;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70308020402;M700;M703;08;04;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70308020401;M700;M703;08;04;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70308020305;M700;M703;08;03;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70308020304;M700;M703;08;03;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70308020303;M700;M703;08;03;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70308020302;M700;M703;08;03;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70308020301;M700;M703;08;03;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70308020205;M700;M703;08;02;05;X;X;Controlados;Estanteria;2;Estanteria;B2ES
M70308020204;M700;M703;08;02;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70308020203;M700;M703;08;02;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70308020202;M700;M703;08;02;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70308020201;M700;M703;08;02;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70308020105;M700;M703;08;01;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70308020104;M700;M703;08;01;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70308020103;M700;M703;08;01;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70308020102;M700;M703;08;01;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70308020101;M700;M703;08;01;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70307020505;M700;M703;07;05;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70307020504;M700;M703;07;05;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70307020503;M700;M703;07;05;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70307020502;M700;M703;07;05;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70307020501;M700;M703;07;05;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70307020405;M700;M703;07;04;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70307020404;M700;M703;07;04;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70307020403;M700;M703;07;04;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70307020402;M700;M703;07;04;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70307020401;M700;M703;07;04;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70307020305;M700;M703;07;03;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70307020304;M700;M703;07;03;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70307020303;M700;M703;07;03;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70307020302;M700;M703;07;03;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70307020301;M700;M703;07;03;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70307020205;M700;M703;07;02;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70307020204;M700;M703;07;02;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70307020203;M700;M703;07;02;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70307020202;M700;M703;07;02;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70307020201;M700;M703;07;02;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70307020105;M700;M703;07;01;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70307020104;M700;M703;07;01;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70307020103;M700;M703;07;01;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70307020102;M700;M703;07;01;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70307020101;M700;M703;07;01;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70306020505;M700;M703;06;05;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70306020504;M700;M703;06;05;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70306020503;M700;M703;06;05;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70306020502;M700;M703;06;05;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70306020501;M700;M703;06;05;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70306020405;M700;M703;06;04;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70306020404;M700;M703;06;04;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70306020403;M700;M703;06;04;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70306020402;M700;M703;06;04;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70306020401;M700;M703;06;04;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70306020305;M700;M703;06;03;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70306020304;M700;M703;06;03;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70306020303;M700;M703;06;03;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70306020302;M700;M703;06;03;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70306020301;M700;M703;06;03;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70306020205;M700;M703;06;02;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70306020204;M700;M703;06;02;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70306020203;M700;M703;06;02;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70306020202;M700;M703;06;02;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70306020201;M700;M703;06;02;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70306020105;M700;M703;06;01;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70306020104;M700;M703;06;01;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70306020103;M700;M703;06;01;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70306020102;M700;M703;06;01;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70306020101;M700;M703;06;01;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70305020505;M700;M703;05;05;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70305020504;M700;M703;05;05;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70305020503;M700;M703;05;05;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70305020502;M700;M703;05;05;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70305020501;M700;M703;05;05;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70305020405;M700;M703;05;04;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70305020404;M700;M703;05;04;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70305020403;M700;M703;05;04;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70305020402;M700;M703;05;04;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70305020401;M700;M703;05;04;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70305020305;M700;M703;05;03;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70305020304;M700;M703;05;03;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70305020303;M700;M703;05;03;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70305020302;M700;M703;05;03;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70305020301;M700;M703;05;03;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70305020205;M700;M703;05;02;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70305020204;M700;M703;05;02;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70305020203;M700;M703;05;02;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70305020202;M700;M703;05;02;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70305020201;M700;M703;05;02;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70305020105;M700;M703;05;01;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70305020104;M700;M703;05;01;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70305020103;M700;M703;05;01;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70305020102;M700;M703;05;01;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70305020101;M700;M703;05;01;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70304010405;M700;M703;04;04;05;;;Controlados;Flowrack;5;Estanteria;AUTO
M70304010404;M700;M703;04;04;04;;;Controlados;Flowrack;5;Estanteria;AUTO
M70304010403;M700;M703;04;04;03;;;Controlados;Flowrack;5;Estanteria;AUTO
M70304010402;M700;M703;04;04;02;;;Controlados;Flowrack;5;Estanteria;AUTO
M70304010401;M700;M703;04;04;01;;;Controlados;Flowrack;5;Estanteria;AUTO
M70304010305;M700;M703;04;03;05;;;Controlados;Flowrack;5;Estanteria;AUTO
M70304010304;M700;M703;04;03;04;;;Controlados;Flowrack;5;Estanteria;AUTO
M70304010303;M700;M703;04;03;03;;;Controlados;Flowrack;5;Estanteria;AUTO
M70304010302;M700;M703;04;03;02;;;Controlados;Flowrack;5;Estanteria;AUTO
M70304010301;M700;M703;04;03;01;;;Controlados;Flowrack;5;Estanteria;AUTO
M70304010205;M700;M703;04;02;05;;;Controlados;Flowrack;5;Estanteria;AUTO
M70304010204;M700;M703;04;02;04;;;Controlados;Flowrack;5;Estanteria;AUTO
M70304010203;M700;M703;04;02;03;;;Controlados;Flowrack;5;Estanteria;AUTO
M70304010202;M700;M703;04;02;02;;;Controlados;Flowrack;5;Estanteria;AUTO
M70304010201;M700;M703;04;02;01;;;Controlados;Flowrack;5;Estanteria;AUTO
M70304010105;M700;M703;04;01;05;;;Controlados;Flowrack;6;Estanteria;AUTO
M70304010104;M700;M703;04;01;04;;;Controlados;Flowrack;6;Estanteria;AUTO
M70304010103;M700;M703;04;01;03;;;Controlados;Flowrack;6;Estanteria;AUTO
M70304010102;M700;M703;04;01;02;;;Controlados;Flowrack;6;Estanteria;AUTO
M70304010101;M700;M703;04;01;01;;;Controlados;Flowrack;6;Estanteria;AUTO
M70303010405;M700;M703;03;04;05;;;Controlados;Flowrack;5;Estanteria;AUTO
M70303010404;M700;M703;03;04;04;;;Controlados;Flowrack;5;Estanteria;AUTO
M70303010403;M700;M703;03;04;03;;;Controlados;Flowrack;5;Estanteria;AUTO
M70303010402;M700;M703;03;04;02;;;Controlados;Flowrack;5;Estanteria;AUTO
M70303010401;M700;M703;03;04;01;;;Controlados;Flowrack;5;Estanteria;AUTO
M70303010305;M700;M703;03;03;05;;;Controlados;Flowrack;5;Estanteria;AUTO
M70303010304;M700;M703;03;03;04;;;Controlados;Flowrack;5;Estanteria;AUTO
M70303010303;M700;M703;03;03;03;;;Controlados;Flowrack;5;Estanteria;AUTO
M70303010302;M700;M703;03;03;02;;;Controlados;Flowrack;5;Estanteria;AUTO
M70303010301;M700;M703;03;03;01;;;Controlados;Flowrack;5;Estanteria;AUTO
M70303010205;M700;M703;03;02;05;;;Controlados;Flowrack;5;Estanteria;AUTO
M70303010204;M700;M703;03;02;04;;;Controlados;Flowrack;5;Estanteria;AUTO
M70303010203;M700;M703;03;02;03;;;Controlados;Flowrack;5;Estanteria;AUTO
M70303010202;M700;M703;03;02;02;;;Controlados;Flowrack;5;Estanteria;AUTO
M70303010201;M700;M703;03;02;01;;;Controlados;Flowrack;5;Estanteria;AUTO
M70303010105;M700;M703;03;01;05;;;Controlados;Flowrack;6;Estanteria;AUTO
M70303010104;M700;M703;03;01;04;X;X;Controlados;Flowrack;6;Estanteria;AUTO
M70303010103;M700;M703;03;01;03;;;Controlados;Flowrack;6;Estanteria;AUTO
M70303010102;M700;M703;03;01;02;;;Controlados;Flowrack;6;Estanteria;AUTO
M70303010101;M700;M703;03;01;01;;;Controlados;Flowrack;6;Estanteria;AUTO
M70302010405;M700;M703;02;04;05;;;Controlados;Flowrack;5;Estanteria;AUTO
M70302010404;M700;M703;02;04;04;;;Controlados;Flowrack;5;Estanteria;AUTO
M70302010403;M700;M703;02;04;03;;;Controlados;Flowrack;5;Estanteria;AUTO
M70302010402;M700;M703;02;04;02;;;Controlados;Flowrack;5;Estanteria;AUTO
M70302010401;M700;M703;02;04;01;;;Controlados;Flowrack;5;Estanteria;AUTO
M70302010305;M700;M703;02;03;05;;;Controlados;Flowrack;5;Estanteria;AUTO
M70302010304;M700;M703;02;03;04;;;Controlados;Flowrack;5;Estanteria;AUTO
M70302010303;M700;M703;02;03;03;;;Controlados;Flowrack;5;Estanteria;AUTO
M70302010302;M700;M703;02;03;02;;;Controlados;Flowrack;5;Estanteria;AUTO
M70302010301;M700;M703;02;03;01;;;Controlados;Flowrack;5;Estanteria;AUTO
M70302010205;M700;M703;02;02;05;;;Controlados;Flowrack;5;Estanteria;AUTO
M70302010204;M700;M703;02;02;04;;;Controlados;Flowrack;5;Estanteria;AUTO
M70302010203;M700;M703;02;02;03;;;Controlados;Flowrack;5;Estanteria;AUTO
M70302010202;M700;M703;02;02;02;;;Controlados;Flowrack;5;Estanteria;AUTO
M70302010201;M700;M703;02;02;01;;;Controlados;Flowrack;5;Estanteria;AUTO
M70302010105;M700;M703;02;01;05;;;Controlados;Flowrack;6;Estanteria;AUTO
M70302010104;M700;M703;02;01;04;;;Controlados;Flowrack;6;Estanteria;AUTO
M70302010103;M700;M703;02;01;03;;;Controlados;Flowrack;6;Estanteria;AUTO
M70301010405;M700;M703;01;04;05;;;Controlados;Flowrack;5;Estanteria;AUTO
M70301010404;M700;M703;01;04;04;;;Controlados;Flowrack;5;Estanteria;AUTO
M70301010403;M700;M703;01;04;03;;;Controlados;Flowrack;5;Estanteria;AUTO
M70301010402;M700;M703;01;04;02;;;Controlados;Flowrack;5;Estanteria;AUTO
M70301010401;M700;M703;01;04;01;;;Controlados;Flowrack;5;Estanteria;AUTO
M70301010305;M700;M703;01;03;05;;;Controlados;Flowrack;5;Estanteria;AUTO
M70301010304;M700;M703;01;03;04;;;Controlados;Flowrack;5;Estanteria;AUTO
M70301010303;M700;M703;01;03;03;;;Controlados;Flowrack;5;Estanteria;AUTO
M70301010302;M700;M703;01;03;02;;;Controlados;Flowrack;5;Estanteria;AUTO
M70301010301;M700;M703;01;03;01;;;Controlados;Flowrack;5;Estanteria;AUTO
M70301010205;M700;M703;01;02;05;;;Controlados;Flowrack;5;Estanteria;AUTO
M70301010204;M700;M703;01;02;04;;;Controlados;Flowrack;5;Estanteria;AUTO
M70301010203;M700;M703;01;02;03;;;Controlados;Flowrack;5;Estanteria;AUTO
M70301010202;M700;M703;01;02;02;;;Controlados;Flowrack;5;Estanteria;AUTO
M70301010201;M700;M703;01;02;01;;;Controlados;Flowrack;5;Estanteria;AUTO
M70301010105;M700;M703;01;01;05;;;Controlados;Flowrack;6;Estanteria;AUTO
M70301010104;M700;M703;01;01;04;;;Controlados;Flowrack;6;Estanteria;AUTO
M70301010103;M700;M703;01;01;03;;;Controlados;Flowrack;6;Estanteria;AUTO
M70211020505;M700;M702;11;05;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70211020504;M700;M702;11;05;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70211020503;M700;M702;11;05;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70211020502;M700;M702;11;05;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70211020501;M700;M702;11;05;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70211020405;M700;M702;11;04;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70211020404;M700;M702;11;04;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70211020403;M700;M702;11;04;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70211020402;M700;M702;11;04;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70211020401;M700;M702;11;04;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70211020305;M700;M702;11;03;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70211020304;M700;M702;11;03;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70211020303;M700;M702;11;03;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70211020302;M700;M702;11;03;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70211020301;M700;M702;11;03;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70211020205;M700;M702;11;02;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70211020204;M700;M702;11;02;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70211020203;M700;M702;11;02;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70211020202;M700;M702;11;02;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70211020201;M700;M702;11;02;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70211020105;M700;M702;11;01;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70211020104;M700;M702;11;01;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70211020103;M700;M702;11;01;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70211020102;M700;M702;11;01;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70211020101;M700;M702;11;01;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70210020505;M700;M702;10;05;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70210020504;M700;M702;10;05;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70210020503;M700;M702;10;05;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70210020502;M700;M702;10;05;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70210020501;M700;M702;10;05;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70210020405;M700;M702;10;04;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70210020404;M700;M702;10;04;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70210020403;M700;M702;10;04;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70210020402;M700;M702;10;04;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70210020401;M700;M702;10;04;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70210020305;M700;M702;10;03;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70210020304;M700;M702;10;03;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70210020303;M700;M702;10;03;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70210020302;M700;M702;10;03;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70210020301;M700;M702;10;03;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70210020205;M700;M702;10;02;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70210020204;M700;M702;10;02;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70210020203;M700;M702;10;02;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70210020202;M700;M702;10;02;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70210020201;M700;M702;10;02;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70210020105;M700;M702;10;01;05;X;X;Controlados;Estanteria;2;Estanteria;B2ES
M70210020104;M700;M702;10;01;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70210020103;M700;M702;10;01;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70210020102;M700;M702;10;01;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70210020101;M700;M702;10;01;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70209020505;M700;M702;09;05;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70209020504;M700;M702;09;05;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70209020503;M700;M702;09;05;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70209020502;M700;M702;09;05;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70209020501;M700;M702;09;05;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70209020405;M700;M702;09;04;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70209020404;M700;M702;09;04;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70209020403;M700;M702;09;04;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70209020402;M700;M702;09;04;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70209020401;M700;M702;09;04;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70209020305;M700;M702;09;03;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70209020304;M700;M702;09;03;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70209020303;M700;M702;09;03;03;X;X;Controlados;Estanteria;2;Estanteria;B2ES
M70209020302;M700;M702;09;03;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70209020301;M700;M702;09;03;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70209020205;M700;M702;09;02;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70209020204;M700;M702;09;02;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70209020203;M700;M702;09;02;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70209020202;M700;M702;09;02;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70209020201;M700;M702;09;02;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70209020105;M700;M702;09;01;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70209020104;M700;M702;09;01;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70209020103;M700;M702;09;01;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70209020102;M700;M702;09;01;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70209020101;M700;M702;09;01;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70208020505;M700;M702;08;05;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70208020504;M700;M702;08;05;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70208020503;M700;M702;08;05;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70208020502;M700;M702;08;05;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70208020501;M700;M702;08;05;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70208020405;M700;M702;08;04;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70208020404;M700;M702;08;04;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70208020403;M700;M702;08;04;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70208020402;M700;M702;08;04;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70208020401;M700;M702;08;04;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70208020305;M700;M702;08;03;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70208020304;M700;M702;08;03;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70208020303;M700;M702;08;03;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70208020302;M700;M702;08;03;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70208020301;M700;M702;08;03;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70208020205;M700;M702;08;02;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70208020204;M700;M702;08;02;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70208020203;M700;M702;08;02;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70208020202;M700;M702;08;02;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70208020201;M700;M702;08;02;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70208020105;M700;M702;08;01;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70208020104;M700;M702;08;01;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70208020103;M700;M702;08;01;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70208020102;M700;M702;08;01;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70208020101;M700;M702;08;01;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70207020505;M700;M702;07;05;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70207020504;M700;M702;07;05;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70207020503;M700;M702;07;05;03;;;Controlados;Estanteria;2;Estanteria;B2ES
M70207020502;M700;M702;07;05;02;;;Controlados;Estanteria;2;Estanteria;B2ES
M70207020501;M700;M702;07;05;01;;;Controlados;Estanteria;2;Estanteria;B2ES
M70207020405;M700;M702;07;04;05;;;Controlados;Estanteria;2;Estanteria;B2ES
M70207020404;M700;M702;07;04;04;;;Controlados;Estanteria;2;Estanteria;B2ES
M70207020403;M700;M702;07;04;03;;;Controlados;Estanteria;2;Estanteria;B2ES
